param,scenario,simulation,peak_coeff,name,n_groups,size,intro_n,r0,delta,est,lower_ci,upper_ci,bias,is_within_ci,significant_delta,significant_est,successes,trials
Delta,"BASE - Delta: 10, 1/10 ",19,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",20,0.7,A,2,50,1,2,0.818181818181818,0.6,-0.432835872236179,0.989898473241064,0.218181818181818,TRUE,TRUE,FALSE,4,5
Delta,"BASE - Delta: 10, 1/10 ",20,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",20,0.8,A,2,50,1,2,0.818181818181818,0.428571428571429,-0.419158272525315,0.926614867647829,0.38961038961039,TRUE,TRUE,FALSE,5,7
Delta,"BASE - Delta: 10, 1/10 ",20,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",20,0.9,A,2,50,1,2,0.818181818181818,0.5,-0.047541639792255,0.854675923494236,0.318181818181818,TRUE,TRUE,FALSE,12,16
Delta,"BASE - Delta: 10, 1/10 ",20,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",20,1,A,2,50,1,2,0.818181818181818,0.411764705882353,-0.119165437508674,0.79372897125936,0.406417112299465,FALSE,TRUE,FALSE,12,17
Delta,"BASE - Delta: 10, 1/10 ",20,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Delta,"BASE - Delta: 10, 1/10 ",21,0.7,A,2,50,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
Delta,"BASE - Delta: 10, 1/10 ",21,0.7,B,2,50,1,2,-0.818181818181818,-0.5,-0.98738107358058,0.611759100633513,-0.318181818181818,TRUE,TRUE,FALSE,1,4
Delta,"BASE - Delta: 10, 1/10 ",21,0.8,A,2,50,1,2,0.818181818181818,1,-0.0436475002099628,1,-0.181818181818182,TRUE,TRUE,FALSE,5,5
Delta,"BASE - Delta: 10, 1/10 ",21,0.8,B,2,50,1,2,-0.818181818181818,-0.5,-0.98738107358058,0.611759100633513,-0.318181818181818,TRUE,TRUE,FALSE,1,4
Delta,"BASE - Delta: 10, 1/10 ",21,0.9,A,2,50,1,2,0.818181818181818,1,0.383005784362478,1,-0.181818181818182,TRUE,TRUE,TRUE,10,10
Delta,"BASE - Delta: 10, 1/10 ",21,0.9,B,2,50,1,2,-0.818181818181818,-0.6,-0.989898473241064,0.432835872236179,-0.218181818181818,TRUE,TRUE,FALSE,1,5
Delta,"BASE - Delta: 10, 1/10 ",21,1,A,2,50,1,2,0.818181818181818,1,0.505894723999058,1,-0.181818181818182,TRUE,TRUE,TRUE,13,13
Delta,"BASE - Delta: 10, 1/10 ",21,1,B,2,50,1,2,-0.818181818181818,-0.6,-0.989898473241064,0.432835872236179,-0.218181818181818,TRUE,TRUE,FALSE,1,5
Delta,"BASE - Delta: 10, 1/10 ",22,0.7,A,2,50,1,2,0.818181818181818,1,-0.204729271232949,1,-0.181818181818182,TRUE,TRUE,FALSE,4,4
Delta,"BASE - Delta: 10, 1/10 ",22,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Delta,"BASE - Delta: 10, 1/10 ",22,0.8,A,2,50,1,2,0.818181818181818,1,0.430171694163691,1,-0.181818181818182,TRUE,TRUE,TRUE,11,11
Delta,"BASE - Delta: 10, 1/10 ",22,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Delta,"BASE - Delta: 10, 1/10 ",22,0.9,A,2,50,1,2,0.818181818181818,1,0.505894723999058,1,-0.181818181818182,TRUE,TRUE,TRUE,13,13
Delta,"BASE - Delta: 10, 1/10 ",22,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Delta,"BASE - Delta: 10, 1/10 ",22,1,A,2,50,1,2,0.818181818181818,0.875,0.395358523130936,0.996837776554468,-0.0568181818181818,TRUE,TRUE,TRUE,15,16
Delta,"BASE - Delta: 10, 1/10 ",22,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Delta,"BASE - Delta: 10, 1/10 ",23,0.7,A,2,50,1,2,0.818181818181818,1,0.180767205549993,1,-0.181818181818182,TRUE,TRUE,TRUE,7,7
Delta,"BASE - Delta: 10, 1/10 ",23,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",23,0.8,A,2,50,1,2,0.818181818181818,1,0.327465766240114,1,-0.181818181818182,TRUE,TRUE,TRUE,9,9
Delta,"BASE - Delta: 10, 1/10 ",23,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",23,0.9,A,2,50,1,2,0.818181818181818,0.866666666666667,0.361030866843394,0.996627139517295,-0.0484848484848485,TRUE,TRUE,TRUE,14,15
Delta,"BASE - Delta: 10, 1/10 ",23,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Delta,"BASE - Delta: 10, 1/10 ",23,1,A,2,50,1,2,0.818181818181818,0.7,0.242146346909372,0.935858125629073,0.118181818181818,TRUE,TRUE,TRUE,17,20
Delta,"BASE - Delta: 10, 1/10 ",23,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Delta,"BASE - Delta: 10, 1/10 ",24,0.7,A,2,50,1,2,0.818181818181818,0.714285714285714,-0.15744639408639,0.992779406276199,0.103896103896104,TRUE,TRUE,FALSE,6,7
Delta,"BASE - Delta: 10, 1/10 ",24,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",24,0.8,A,2,50,1,2,0.818181818181818,0.8,0.109967765943609,0.994942842911076,0.0181818181818182,TRUE,TRUE,TRUE,9,10
Delta,"BASE - Delta: 10, 1/10 ",24,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",24,0.9,A,2,50,1,2,0.818181818181818,0.733333333333333,0.190794606793256,0.966848173119833,0.0848484848484848,TRUE,TRUE,TRUE,13,15
Delta,"BASE - Delta: 10, 1/10 ",24,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",24,1,A,2,50,1,2,0.818181818181818,0.84,0.479388315789572,0.980320819962405,-0.0218181818181818,TRUE,TRUE,TRUE,23,25
Delta,"BASE - Delta: 10, 1/10 ",24,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",25,0.7,A,2,50,1,2,0.818181818181818,0.666666666666667,0.0317245026280659,0.958274949079815,0.151515151515152,TRUE,TRUE,TRUE,10,12
Delta,"BASE - Delta: 10, 1/10 ",25,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",25,0.8,A,2,50,1,2,0.818181818181818,0.733333333333333,0.190794606793256,0.966848173119833,0.0848484848484848,TRUE,TRUE,TRUE,13,15
Delta,"BASE - Delta: 10, 1/10 ",25,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",25,0.9,A,2,50,1,2,0.818181818181818,0.684210526315789,0.208430897466652,0.932347501996471,0.133971291866029,TRUE,TRUE,TRUE,16,19
Delta,"BASE - Delta: 10, 1/10 ",25,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",25,1,A,2,50,1,2,0.818181818181818,0.714285714285714,0.273152025966038,0.939022064756969,0.103896103896104,TRUE,TRUE,TRUE,18,21
Delta,"BASE - Delta: 10, 1/10 ",25,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",26,0.7,A,2,50,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,9,9
Delta,"BASE - Delta: 10, 1/10 ",26,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",26,0.8,A,2,50,1,2,0.818181818181818,-1,-1,-1,1.81818181818182,FALSE,TRUE,TRUE,13,14
Delta,"BASE - Delta: 10, 1/10 ",26,0.8,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",26,0.9,A,2,50,1,2,0.818181818181818,-1,-1,-1,1.81818181818182,FALSE,TRUE,TRUE,14,17
Delta,"BASE - Delta: 10, 1/10 ",26,0.9,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",26,1,A,2,50,1,2,0.818181818181818,-1,-1,-1,1.81818181818182,FALSE,TRUE,TRUE,23,28
Delta,"BASE - Delta: 10, 1/10 ",26,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Delta,"BASE - Delta: 10, 1/10 ",27,0.7,A,2,50,1,2,0.818181818181818,1,0.0814837471201992,1,-0.181818181818182,TRUE,TRUE,TRUE,6,6
Delta,"BASE - Delta: 10, 1/10 ",27,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.204729271232949,0.181818181818182,TRUE,TRUE,FALSE,0,4
Delta,"BASE - Delta: 10, 1/10 ",27,0.8,A,2,50,1,2,0.818181818181818,1,0.0814837471201992,1,-0.181818181818182,TRUE,TRUE,TRUE,6,6
Delta,"BASE - Delta: 10, 1/10 ",27,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,-0.0814837471201992,0.181818181818182,TRUE,TRUE,TRUE,0,6
Delta,"BASE - Delta: 10, 1/10 ",27,0.9,A,2,50,1,2,0.818181818181818,0.8,0.109967765943609,0.994942842911076,0.0181818181818182,TRUE,TRUE,TRUE,9,10
Delta,"BASE - Delta: 10, 1/10 ",27,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,-0.180767205549993,0.181818181818182,TRUE,TRUE,TRUE,0,7
Delta,"BASE - Delta: 10, 1/10 ",27,1,A,2,50,1,2,0.818181818181818,0.666666666666667,0.0317245026280659,0.958274949079815,0.151515151515152,TRUE,TRUE,TRUE,10,12
Delta,"BASE - Delta: 10, 1/10 ",27,1,B,2,50,1,2,-0.818181818181818,-1,-1,-0.180767205549993,0.181818181818182,TRUE,TRUE,TRUE,0,7
Delta,"BASE - Delta: 10, 1/10 ",28,0.7,A,2,50,1,2,0.818181818181818,1,0.430171694163691,1,-0.181818181818182,TRUE,TRUE,TRUE,11,11
Delta,"BASE - Delta: 10, 1/10 ",28,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",28,0.8,A,2,50,1,2,0.818181818181818,0.833333333333333,0.230407669698112,0.99578481353628,-0.015151515151515,TRUE,TRUE,TRUE,11,12
Delta,"BASE - Delta: 10, 1/10 ",28,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",28,0.9,A,2,50,1,2,0.818181818181818,0.882352941176471,0.426221206665559,0.997023651217467,-0.0641711229946523,TRUE,TRUE,TRUE,16,17
Delta,"BASE - Delta: 10, 1/10 ",28,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",28,1,A,2,50,1,2,0.818181818181818,0.888888888888889,0.454112800653263,0.997188887665261,-0.0707070707070706,TRUE,TRUE,TRUE,17,18
Delta,"BASE - Delta: 10, 1/10 ",28,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",29,0.7,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",29,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",29,0.8,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",29,0.8,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",29,0.9,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",29,0.9,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",29,1,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",29,1,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",30,0.7,A,2,50,1,2,0.818181818181818,1,-0.0436475002099628,1,-0.181818181818182,TRUE,TRUE,FALSE,5,5
Delta,"BASE - Delta: 10, 1/10 ",30,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",30,0.8,A,2,50,1,2,0.818181818181818,1,0.261166704894362,1,-0.181818181818182,TRUE,TRUE,TRUE,8,8
Delta,"BASE - Delta: 10, 1/10 ",30,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",30,0.9,A,2,50,1,2,0.818181818181818,0.666666666666667,0.0317245026280659,0.958274949079815,0.151515151515152,TRUE,TRUE,TRUE,10,12
Delta,"BASE - Delta: 10, 1/10 ",30,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",30,1,A,2,50,1,2,0.818181818181818,0.714285714285714,0.143741678180602,0.964410969033617,0.103896103896104,TRUE,TRUE,TRUE,12,14
Delta,"BASE - Delta: 10, 1/10 ",30,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Delta,"BASE - Delta: 10, 1/10 ",31,0.7,A,2,50,1,2,0.818181818181818,0,-0.97484176581315,0.97484176581315,0.818181818181818,TRUE,TRUE,FALSE,1,2
Delta,"BASE - Delta: 10, 1/10 ",31,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Delta,"BASE - Delta: 10, 1/10 ",31,0.8,A,2,50,1,2,0.818181818181818,0.6,-0.432835872236179,0.989898473241064,0.218181818181818,TRUE,TRUE,FALSE,4,5
Delta,"BASE - Delta: 10, 1/10 ",31,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Delta,"BASE - Delta: 10, 1/10 ",31,0.9,A,2,50,1,2,0.818181818181818,0.777777777777778,0.035006970165326,0.994381726506802,0.0404040404040406,TRUE,TRUE,TRUE,8,9
Delta,"BASE - Delta: 10, 1/10 ",31,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Delta,"BASE - Delta: 10, 1/10 ",31,1,A,2,50,1,2,0.818181818181818,0.866666666666667,0.361030866843394,0.996627139517295,-0.0484848484848485,TRUE,TRUE,TRUE,14,15
Delta,"BASE - Delta: 10, 1/10 ",31,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Delta,"BASE - Delta: 10, 1/10 ",32,0.7,A,2,50,1,2,0.818181818181818,0.333333333333333,-0.811401351899508,0.983192482680775,0.484848484848485,TRUE,TRUE,FALSE,2,3
Delta,"BASE - Delta: 10, 1/10 ",32,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",32,0.8,A,2,50,1,2,0.818181818181818,0.666666666666667,-0.28246915799535,0.991578510971021,0.151515151515152,TRUE,TRUE,FALSE,5,6
Delta,"BASE - Delta: 10, 1/10 ",32,0.8,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",32,0.9,A,2,50,1,2,0.818181818181818,0.8,0.109967765943609,0.994942842911076,0.0181818181818182,TRUE,TRUE,TRUE,9,10
Delta,"BASE - Delta: 10, 1/10 ",32,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Delta,"BASE - Delta: 10, 1/10 ",32,1,A,2,50,1,2,0.818181818181818,0.714285714285714,0.143741678180602,0.964410969033617,0.103896103896104,TRUE,TRUE,TRUE,12,14
Delta,"BASE - Delta: 10, 1/10 ",32,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.204729271232949,0.181818181818182,TRUE,TRUE,FALSE,0,4
Delta,"BASE - Delta: 10, 1/10 ",33,0.7,A,2,50,1,2,0.818181818181818,1,0.327465766240114,1,-0.181818181818182,TRUE,TRUE,TRUE,9,9
Delta,"BASE - Delta: 10, 1/10 ",33,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Delta,"BASE - Delta: 10, 1/10 ",33,0.8,A,2,50,1,2,0.818181818181818,1,0.470703061205898,1,-0.181818181818182,TRUE,TRUE,TRUE,12,12
Delta,"BASE - Delta: 10, 1/10 ",33,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Delta,"BASE - Delta: 10, 1/10 ",33,0.9,A,2,50,1,2,0.818181818181818,1,0.536728476699767,1,-0.181818181818182,TRUE,TRUE,TRUE,14,14
Delta,"BASE - Delta: 10, 1/10 ",33,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Delta,"BASE - Delta: 10, 1/10 ",33,1,A,2,50,1,2,0.818181818181818,0.80952380952381,0.392451186172152,0.976501364231108,0.0086580086580087,TRUE,TRUE,TRUE,19,21
Delta,"BASE - Delta: 10, 1/10 ",33,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Delta,"BASE - Delta: 10, 1/10 ",34,0.7,A,2,50,1,2,0.818181818181818,1,-0.0436475002099628,1,-0.181818181818182,TRUE,TRUE,FALSE,5,5
Delta,"BASE - Delta: 10, 1/10 ",34,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Delta,"BASE - Delta: 10, 1/10 ",34,0.8,A,2,50,1,2,0.818181818181818,1,0.430171694163691,1,-0.181818181818182,TRUE,TRUE,TRUE,11,11
Delta,"BASE - Delta: 10, 1/10 ",34,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Delta,"BASE - Delta: 10, 1/10 ",34,0.9,A,2,50,1,2,0.818181818181818,0.875,0.395358523130936,0.996837776554468,-0.0568181818181818,TRUE,TRUE,TRUE,15,16
Delta,"BASE - Delta: 10, 1/10 ",34,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Delta,"BASE - Delta: 10, 1/10 ",34,1,A,2,50,1,2,0.818181818181818,0.80952380952381,0.392451186172152,0.976501364231108,0.0086580086580087,TRUE,TRUE,TRUE,19,21
Delta,"BASE - Delta: 10, 1/10 ",34,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.204729271232949,0.181818181818182,TRUE,TRUE,FALSE,0,4
Delta,"BASE - Delta: 10, 1/10 ",35,0.7,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",35,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",35,0.8,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",35,0.8,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",35,0.9,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",35,0.9,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",35,1,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",35,1,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",36,0.7,A,2,50,1,2,0.818181818181818,0.333333333333333,-0.401409887582919,0.850290737160616,0.484848484848485,TRUE,TRUE,FALSE,6,9
Delta,"BASE - Delta: 10, 1/10 ",36,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",36,0.8,A,2,50,1,2,0.818181818181818,0.454545454545455,-0.219485119144842,0.879564531654187,0.363636363636364,TRUE,TRUE,FALSE,8,11
Delta,"BASE - Delta: 10, 1/10 ",36,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",36,0.9,A,2,50,1,2,0.818181818181818,0.538461538461539,-0.0762630784680818,0.899237853017697,0.27972027972028,TRUE,TRUE,FALSE,10,13
Delta,"BASE - Delta: 10, 1/10 ",36,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Delta,"BASE - Delta: 10, 1/10 ",36,1,A,2,50,1,2,0.818181818181818,0.619047619047619,0.161867917632944,0.891072863643186,0.199134199134199,TRUE,TRUE,TRUE,17,21
Delta,"BASE - Delta: 10, 1/10 ",36,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Delta,"BASE - Delta: 10, 1/10 ",37,0.7,A,2,50,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,5,5
Delta,"BASE - Delta: 10, 1/10 ",37,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Delta,"BASE - Delta: 10, 1/10 ",37,0.8,A,2,50,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,7,7
Delta,"BASE - Delta: 10, 1/10 ",37,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",37,0.9,A,2,50,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,11,11
Delta,"BASE - Delta: 10, 1/10 ",37,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",37,1,A,2,50,1,2,0.818181818181818,-1,-1,-1,1.81818181818182,FALSE,TRUE,TRUE,13,14
Delta,"BASE - Delta: 10, 1/10 ",37,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Delta,"BASE - Delta: 10, 1/10 ",38,0.7,A,2,50,1,2,0.818181818181818,0.8,0.109967765943609,0.994942842911076,0.0181818181818182,TRUE,TRUE,TRUE,9,10
Delta,"BASE - Delta: 10, 1/10 ",38,0.7,B,2,50,1,2,-0.818181818181818,1,-0.95,1,-1.81818181818182,TRUE,TRUE,FALSE,1,1
Delta,"BASE - Delta: 10, 1/10 ",38,0.8,A,2,50,1,2,0.818181818181818,0.833333333333333,0.230407669698112,0.99578481353628,-0.015151515151515,TRUE,TRUE,TRUE,11,12
Delta,"BASE - Delta: 10, 1/10 ",38,0.8,B,2,50,1,2,-0.818181818181818,0,-0.97484176581315,0.97484176581315,-0.818181818181818,TRUE,TRUE,FALSE,1,2
Delta,"BASE - Delta: 10, 1/10 ",38,0.9,A,2,50,1,2,0.818181818181818,0.846153846153846,0.279405129464245,0.996108743005307,-0.027972027972028,TRUE,TRUE,TRUE,12,13
Delta,"BASE - Delta: 10, 1/10 ",38,0.9,B,2,50,1,2,-0.818181818181818,0,-0.97484176581315,0.97484176581315,-0.818181818181818,TRUE,TRUE,FALSE,1,2
Delta,"BASE - Delta: 10, 1/10 ",38,1,A,2,50,1,2,0.818181818181818,0.846153846153846,0.279405129464245,0.996108743005307,-0.027972027972028,TRUE,TRUE,TRUE,12,13
Delta,"BASE - Delta: 10, 1/10 ",38,1,B,2,50,1,2,-0.818181818181818,0,-0.97484176581315,0.97484176581315,-0.818181818181818,TRUE,TRUE,FALSE,1,2
Delta,"BASE - Delta: 10, 1/10 ",39,0.7,A,2,50,1,2,0.818181818181818,1,0.261166704894362,1,-0.181818181818182,TRUE,TRUE,TRUE,8,8
Delta,"BASE - Delta: 10, 1/10 ",39,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Delta,"BASE - Delta: 10, 1/10 ",39,0.8,A,2,50,1,2,0.818181818181818,0.8,0.109967765943609,0.994942842911076,0.0181818181818182,TRUE,TRUE,TRUE,9,10
